epoch,total,pde,ic,seis,bc
12639,2.2749431431e-02,1.6929091513e-01,1.0698547121e-03,9.6571277827e-03,1.0843178257e-02
12640,2.2940121591e-02,1.7574328184e-01,1.0601644171e-03,9.4852913171e-03,1.1402954347e-02
12641,2.4189155549e-02,1.7798896134e-01,1.2705462286e-03,9.9528152496e-03,1.3838542625e-02
12642,2.2534593940e-02,1.7442457378e-01,1.1337650940e-03,9.4131119549e-03,9.2257717624e-03
12643,2.4074392393e-02,1.8513208628e-01,1.1902304832e-03,9.4939172268e-03,1.4899036847e-02
12644,2.4617187679e-02,1.9456909597e-01,1.0770844528e-03,9.9571235478e-03,1.2420668267e-02
12645,2.3968810216e-02,1.7586016655e-01,1.1824010871e-03,9.8076090217e-03,1.4828460291e-02
12646,2.3438813165e-02,1.6388140619e-01,1.3003105996e-03,1.0387200862e-02,9.8652793095e-03
12647,2.3900171742e-02,1.6974481940e-01,1.2133436976e-03,1.0029368103e-02,1.4428959228e-02
12648,2.4081993848e-02,1.4657400548e-01,1.1977384565e-03,1.0587834753e-02,1.9001010805e-02
12649,2.3564357311e-02,1.7840191722e-01,1.4588667545e-03,9.8726283759e-03,8.9215999469e-03
12650,2.3680895567e-02,1.9226981699e-01,1.2392891804e-03,9.4528533518e-03,9.8979426548e-03
12651,2.1692968905e-02,1.5338872373e-01,1.2216645991e-03,9.2062857002e-03,1.1695505120e-02
12652,2.1778833121e-02,1.6358350217e-01,1.0241102427e-03,9.1363722458e-03,1.0745991953e-02
12653,2.1737813950e-02,1.4981769025e-01,1.1103799334e-03,9.3071907759e-03,1.3119485229e-02
12654,2.3219335824e-02,1.6767337918e-01,1.1420606170e-03,9.7063062713e-03,1.3640243560e-02
12655,2.2967332974e-02,1.7570555210e-01,1.1150236242e-03,9.6348654479e-03,1.0034619831e-02
12656,2.4643143639e-02,1.9003738463e-01,1.2043708703e-03,9.7409226000e-03,1.4985306188e-02
12657,2.3994930089e-02,1.9152380526e-01,1.1153720552e-03,9.4607351348e-03,1.3003219850e-02
12658,2.4027122185e-02,1.9642587006e-01,1.1987251928e-03,9.4956466928e-03,1.0748841800e-02
12659,2.3592852056e-02,1.8703562021e-01,1.0254988447e-03,9.7741074860e-03,9.9109541625e-03
12660,2.1850362420e-02,1.5826423466e-01,1.0619956302e-03,9.1836936772e-03,1.2364802882e-02
12661,2.2058513016e-02,1.4956612885e-01,1.1722241761e-03,9.2619191855e-03,1.5291194431e-02
12662,2.1931307390e-02,1.6548365355e-01,1.0746070184e-03,8.8432393968e-03,1.3137537055e-02
12663,2.2786330432e-02,1.5901863575e-01,1.1314246804e-03,9.4083473086e-03,1.6093045473e-02
12664,2.3409461603e-02,1.7594537139e-01,1.1842219392e-03,9.6403500065e-03,1.2397004291e-02
12665,2.4065338075e-02,2.0156152546e-01,1.1147478363e-03,9.3796793371e-03,1.0779329576e-02
12666,2.3855177686e-02,1.6604393721e-01,1.0919165798e-03,9.8197981715e-03,1.7848709598e-02
12667,2.3280065507e-02,1.7120145261e-01,1.1446062708e-03,9.5967939124e-03,1.3728216290e-02
12668,2.1334541962e-02,1.3773892820e-01,1.2028829660e-03,9.7593702376e-03,1.0223125108e-02
12669,2.1958760917e-02,1.4640866220e-01,1.3251608470e-03,9.7029833123e-03,1.1130573228e-02
12670,2.2950762883e-02,1.7925970256e-01,1.0468455730e-03,9.1872802004e-03,1.2774627656e-02
12671,2.3420386016e-02,1.8351830542e-01,1.2040536385e-03,9.7251515836e-03,9.1348933056e-03
12672,2.3483462632e-02,1.8751354516e-01,1.0522736702e-03,9.3254959211e-03,1.2432783842e-02
12673,2.3765426129e-02,1.8416388333e-01,1.1887752917e-03,9.3106348068e-03,1.4637961984e-02
12674,2.3485809565e-02,1.9064924121e-01,1.0512054432e-03,9.2215631157e-03,1.2241779827e-02
12675,2.1052716300e-02,1.5987111628e-01,1.1092468631e-03,8.9475652203e-03,8.0855637789e-03
12676,2.0731896162e-02,1.4792539179e-01,1.0983613320e-03,8.7908059359e-03,1.1255314574e-02
12677,2.0738020539e-02,1.5529592335e-01,1.0465644300e-03,8.7638674304e-03,9.4001246616e-03
12678,2.1016366780e-02,1.5790291131e-01,1.0476056486e-03,8.8686253875e-03,9.5417555422e-03
12679,2.3359488696e-02,1.6638086736e-01,1.1370382272e-03,8.9086880907e-03,2.1419875324e-02
12680,2.2157574072e-02,1.8030790985e-01,1.2059081346e-03,8.8811069727e-03,8.5262861103e-03
12681,2.2055583075e-02,1.5590113401e-01,1.0629763128e-03,9.2256143689e-03,1.4178737067e-02
12682,2.2862579674e-02,1.7325943708e-01,1.3205853757e-03,9.3202153221e-03,1.1298437603e-02
12683,2.4452283978e-02,1.9056776166e-01,1.1763910297e-03,9.4566084445e-03,1.5997160226e-02
12684,2.6659104973e-02,2.1114064753e-01,1.6485333908e-03,1.0883666575e-02,9.2875976115e-03
12685,2.9034528881e-02,2.5529918075e-01,1.2600870105e-03,1.1059305631e-02,1.1588766240e-02
12686,2.9264435172e-02,2.3426608741e-01,1.4547996689e-03,1.2071688659e-02,1.0735365562e-02
12687,2.7057511732e-02,2.3418460786e-01,1.1580884457e-03,1.0510133579e-02,1.0520201176e-02
12688,2.4469289929e-02,1.9872595370e-01,1.1482443660e-03,9.6061034128e-03,1.2382812798e-02
12689,2.2786956280e-02,1.8244983256e-01,1.0790050728e-03,9.0780593455e-03,1.1278589256e-02
12690,2.0781295374e-02,1.5600225329e-01,1.0626285803e-03,8.8472031057e-03,8.6793927476e-03
12691,2.3052755743e-02,1.6423983872e-01,1.3145881239e-03,9.5300162211e-03,1.3934373856e-02
12692,2.4089617655e-02,1.9703961909e-01,1.0419490281e-03,9.4594806433e-03,1.2295409106e-02
12693,2.4253921583e-02,1.8492606282e-01,1.2465864420e-03,1.0339984670e-02,9.0203322470e-03
12694,2.3614868522e-02,1.9241338968e-01,1.0876995511e-03,9.6994861960e-03,8.4474468604e-03
12695,2.2535800934e-02,1.8699789047e-01,1.2164565269e-03,9.1046374291e-03,6.9592432119e-03
12696,2.1357646212e-02,1.5067727864e-01,1.1120750569e-03,9.0599041432e-03,1.2265478261e-02
12697,2.1021397784e-02,1.5773828328e-01,1.1223910842e-03,8.8279806077e-03,9.4567565247e-03
12698,2.0758738741e-02,1.4538876712e-01,1.1467027944e-03,8.6370483041e-03,1.3187588193e-02
12699,2.2563595325e-02,1.5762221813e-01,1.2472777162e-03,8.7982416153e-03,1.9182121381e-02
12700,2.2213602439e-02,1.7003268003e-01,1.0346078780e-03,8.8535379618e-03,1.3687422499e-02
12701,2.2852392867e-02,1.6652154922e-01,1.2116155121e-03,9.8267551512e-03,1.0150617920e-02
12702,2.2273292765e-02,1.6094237566e-01,1.2140444014e-03,9.5257330686e-03,1.0541670024e-02
12703,2.1637519822e-02,1.5589469671e-01,1.1275927536e-03,9.2226453125e-03,1.0986791924e-02
12704,2.2251399234e-02,1.6939140856e-01,1.2831578497e-03,9.0952310711e-03,1.0562620126e-02
12705,2.0725898445e-02,1.5250131488e-01,1.1151537765e-03,8.8685881346e-03,8.9558223262e-03
12706,2.1405195817e-02,1.5741680562e-01,1.2868636986e-03,8.9096631855e-03,1.0372634977e-02
12707,2.1195881069e-02,1.6331648827e-01,1.0553235188e-03,8.6677270010e-03,1.0489739478e-02
12708,2.1544171497e-02,1.4840728045e-01,1.0659884429e-03,9.0262461454e-03,1.4842149802e-02
12709,2.1091831848e-02,1.5571127832e-01,1.1437013745e-03,8.6723864079e-03,1.1704670265e-02
12710,2.2356947884e-02,1.8112769723e-01,1.1135404930e-03,8.6377253756e-03,1.2145007029e-02
12711,2.1461686119e-02,1.4893966913e-01,1.1611257214e-03,9.0351542458e-03,1.3409272768e-02
12712,2.1499307826e-02,1.5996743739e-01,1.0107483249e-03,8.8788587600e-03,1.2237048708e-02
12713,2.0468397066e-02,1.3842517138e-01,1.0744067840e-03,8.6651900783e-03,1.3830031268e-02
12714,2.2208487615e-02,1.5523526073e-01,1.1130664498e-03,9.2596001923e-03,1.4814254828e-02
12715,2.2626748309e-02,1.6747228801e-01,1.0080867214e-03,9.3571748585e-03,1.3442921452e-02
12716,2.4336438626e-02,1.8207916617e-01,1.1429721490e-03,1.0397223756e-02,1.0752253234e-02
12717,2.2910231724e-02,1.7464444041e-01,1.2632845901e-03,9.6260765567e-03,9.0895444155e-03
12718,2.2957265377e-02,1.7493736744e-01,1.1402167147e-03,9.3671660870e-03,1.2197189964e-02
12719,2.3327106610e-02,1.8551929295e-01,1.0683226865e-03,9.4196703285e-03,1.1194754392e-02
12720,2.2488048300e-02,1.7943401635e-01,1.0104218964e-03,8.9340154082e-03,1.1900701560e-02
12721,2.2856500000e-02,1.5939068794e-01,1.1501573026e-03,9.3594659120e-03,1.6702987254e-02
12722,2.2691782564e-02,1.6456884146e-01,1.0994422482e-03,9.2188408598e-03,1.5341931023e-02
12723,2.2873722017e-02,1.5795242786e-01,1.3468331890e-03,1.0099584237e-02,1.0065098293e-02
12724,2.4442590773e-02,1.8807645142e-01,1.5451058280e-03,9.5501672477e-03,1.3556401245e-02
12725,2.4113809690e-02,2.1683242917e-01,1.2777699158e-03,9.0470612049e-03,7.5862938538e-03
12726,2.2126570344e-02,1.5888375044e-01,1.3868452515e-03,8.9650824666e-03,1.3582919724e-02
12727,2.1099612117e-02,1.5595860779e-01,1.0568281868e-03,9.1676022857e-03,8.2915313542e-03
12728,2.2462338209e-02,1.5996512771e-01,1.0861584451e-03,8.8710058481e-03,1.8218103796e-02
12729,2.4081176147e-02,1.8484066427e-01,1.5615589218e-03,9.7299162298e-03,1.0677880608e-02
12730,2.6078235358e-02,2.2254104912e-01,1.2593001593e-03,9.3113351613e-03,1.6788534820e-02
12731,2.5025144219e-02,2.0107717812e-01,1.4808208216e-03,9.7576640546e-03,1.1875112541e-02
12732,2.3459620774e-02,1.9607062638e-01,1.1483767303e-03,9.1920960695e-03,9.8479809240e-03
12733,2.4574387819e-02,2.0292153955e-01,1.1284154607e-03,9.1738495976e-03,1.5275168233e-02
12734,2.4216573685e-02,2.0021870732e-01,1.0968707502e-03,9.6741653979e-03,9.9984575063e-03
12735,2.3645896465e-02,1.8541909754e-01,1.0665077716e-03,9.1397557408e-03,1.5604844317e-02
12736,2.2413536906e-02,1.6687056422e-01,1.2369479518e-03,9.7290948033e-03,7.7209738083e-03
12737,2.3297255859e-02,1.9001685083e-01,1.0135786142e-03,9.0841595083e-03,1.2545626611e-02
12738,2.4688409641e-02,1.8751196563e-01,1.0748765199e-03,9.3725249171e-03,1.9939359277e-02
12739,2.4377865717e-02,2.0509295166e-01,1.1254085694e-03,9.2306286097e-03,1.2807043269e-02
12740,2.4038620293e-02,2.0133788884e-01,1.1677916627e-03,9.0228561312e-03,1.3176696375e-02
12741,2.1585917100e-02,1.6539078951e-01,1.0723154992e-03,9.1478209943e-03,8.4445057437e-03
12742,2.1920351312e-02,1.6651980579e-01,1.2031175429e-03,9.1914897785e-03,9.0763624758e-03
12743,2.1610343829e-02,1.7064748704e-01,1.1582350126e-03,8.9844381437e-03,7.5893951580e-03
12744,2.3349815980e-02,1.7789593339e-01,1.3598328223e-03,9.3859201297e-03,1.2213886715e-02
12745,2.3995248601e-02,1.9364693761e-01,1.0753986426e-03,9.1621596366e-03,1.4952735975e-02
12746,2.3391526192e-02,1.8762783706e-01,1.1984705925e-03,9.6638528630e-03,8.1002647057e-03
12747,2.3247564211e-02,1.8315692246e-01,1.2114506681e-03,9.1503895819e-03,1.2651995756e-02
12748,2.2755252197e-02,1.8625731766e-01,1.0633610655e-03,8.9122969657e-03,1.1228453368e-02
12749,2.2493395954e-02,1.8410442770e-01,1.2135896832e-03,9.0212272480e-03,8.3274105564e-03
12750,2.1934416145e-02,1.6442491114e-01,1.0744757019e-03,8.7487995625e-03,1.4267569408e-02
12751,2.1290276200e-02,1.4895299077e-01,1.1388895800e-03,8.8588213548e-03,1.3820999302e-02
12752,2.1037153900e-02,1.6283477843e-01,1.0362418834e-03,8.5762236267e-03,1.0451367125e-02
12753,2.1333245561e-02,1.5458753705e-01,1.1082107667e-03,8.8171483949e-03,1.2767194770e-02
12754,2.2183001041e-02,1.6912013292e-01,1.2765501160e-03,8.9635737240e-03,1.1294367723e-02
12755,2.3693198338e-02,1.9479188323e-01,1.1115495581e-03,8.7363775820e-03,1.5722677112e-02
12756,2.1819939837e-02,1.6224206984e-01,1.0897920001e-03,9.1118812561e-03,1.1225244030e-02
12757,2.1384118125e-02,1.6540326178e-01,1.0771054076e-03,8.8781779632e-03,9.2202341184e-03
12758,2.0623920485e-02,1.4412197471e-01,1.1023387779e-03,8.8037047535e-03,1.1673587374e-02
12759,2.1755725145e-02,1.5513610840e-01,1.3063043589e-03,9.1027300805e-03,1.1795585044e-02
12760,2.3151867092e-02,1.7896707356e-01,1.1200272711e-03,9.4076832756e-03,1.1961765587e-02
12761,2.3936342448e-02,1.8912753463e-01,1.2684928952e-03,9.7362957895e-03,1.0186116211e-02
12762,2.4628512561e-02,2.0052105188e-01,1.0740313446e-03,9.0946806595e-03,1.7432074994e-02
12763,2.4010542780e-02,2.0149490237e-01,1.2115273857e-03,9.1173928231e-03,1.1889311485e-02
12764,2.3492174223e-02,2.0251144469e-01,1.0559865041e-03,9.1953407973e-03,8.5080293939e-03
12765,2.1631689742e-02,1.5820753574e-01,1.1621059384e-03,8.9252311736e-03,1.2326194905e-02
12766,2.0895944908e-02,1.4337047935e-01,1.0779518634e-03,8.9217508212e-03,1.2955772690e-02
12767,2.1231789142e-02,1.5104499459e-01,1.1239412706e-03,8.6551811546e-03,1.4462538064e-02
12768,2.1875116974e-02,1.6003006697e-01,1.1832693126e-03,8.8989567012e-03,1.3410633430e-02
12769,2.2909134626e-02,1.7806029320e-01,1.2423902517e-03,8.8982060552e-03,1.3905886561e-02
12770,2.3498918861e-02,1.9033230841e-01,1.1361138895e-03,8.7518915534e-03,1.5626126900e-02
12771,2.1760506555e-02,1.5612842143e-01,1.0845835786e-03,9.1033764184e-03,1.2969662435e-02
12772,2.1787857637e-02,1.6152550280e-01,1.1368090054e-03,9.1951219365e-03,1.0270840488e-02
12773,2.2248303518e-02,1.6166085005e-01,1.1109334882e-03,9.1149751097e-03,1.4109048061e-02
12774,2.3804478347e-02,1.7372918129e-01,1.2355279177e-03,1.0008957237e-02,1.2478278019e-02
12775,2.4601737037e-02,1.9579876959e-01,1.0138229700e-03,1.0088597424e-02,1.1277719401e-02
12776,2.4384334683e-02,1.9002258778e-01,1.1648132931e-03,1.0432336479e-02,7.9972557724e-03
12777,2.3522734642e-02,1.8481497467e-01,1.2575745350e-03,9.6173621714e-03,9.8905069754e-03
12778,2.3289477453e-02,1.8348041177e-01,1.2419559062e-03,9.2194285244e-03,1.2067898177e-02
12779,2.4297619238e-02,1.9964553416e-01,1.4920852846e-03,9.2235654593e-03,1.1699862778e-02
12780,2.2853307426e-02,1.8527850509e-01,1.1968722101e-03,8.8823512197e-03,1.1557905003e-02
12781,2.2702176124e-02,1.6973382235e-01,1.4529966284e-03,9.2630973086e-03,1.0978473350e-02
12782,2.2666377947e-02,1.8405322731e-01,1.0641391855e-03,8.8755190372e-03,1.1659692042e-02
12783,2.2920917720e-02,1.7343410850e-01,1.1044435669e-03,9.4289975241e-03,1.2199800462e-02
12784,2.3177504539e-02,1.8960899115e-01,1.1483272538e-03,9.0813115239e-03,1.1007691734e-02
12785,2.2816259414e-02,1.9329455495e-01,1.1890096357e-03,8.7101422250e-03,1.0069007985e-02
12786,2.1299406886e-02,1.5491768718e-01,1.1045332067e-03,8.8435355574e-03,1.2244978920e-02
12787,2.1169520915e-02,1.5749542415e-01,1.0590802412e-03,9.0246014297e-03,9.3743214384e-03
12788,2.0337525755e-02,1.4805389941e-01,1.0981089436e-03,8.7399249896e-03,8.9920833707e-03
12789,2.3286351934e-02,1.6521164775e-01,1.0975780897e-03,9.2908218503e-03,1.8528040498e-02
12790,2.2864116356e-02,1.8282407522e-01,1.0767817730e-03,9.2390347272e-03,1.0395265184e-02
12791,2.3982308805e-02,1.8568395078e-01,1.1596488766e-03,9.8318755627e-03,1.1601408012e-02
12792,2.1947320551e-02,1.6575013101e-01,1.3618394732e-03,9.1858729720e-03,8.4994984791e-03
12793,2.2715000436e-02,1.7452695966e-01,1.0881602066e-03,8.8670263067e-03,1.5067077242e-02
12794,2.2801529616e-02,1.7801269889e-01,1.2172762072e-03,8.8988915086e-03,1.3366312720e-02
12795,2.2428266704e-02,1.6522650421e-01,1.1212782701e-03,8.8610388339e-03,1.6082767397e-02
12796,2.1648611873e-02,1.5278100967e-01,1.2780234683e-03,9.0464139357e-03,1.2505596504e-02
12797,2.2342983633e-02,1.8212203681e-01,1.0167964501e-03,8.8392812759e-03,1.0752981529e-02
12798,2.2103350610e-02,1.6534973681e-01,1.1580272112e-03,9.3437228352e-03,9.7691314295e-03
12799,2.2182725370e-02,1.7945873737e-01,1.1166434269e-03,9.1050267220e-03,7.7807386406e-03
12800,2.3640092462e-02,1.8889607489e-01,1.1357995681e-03,8.7509211153e-03,1.7055891454e-02
12801,2.1024204791e-02,1.4747339487e-01,1.1246652575e-03,8.7652523071e-03,1.3383781537e-02
12802,2.1216491237e-02,1.5999405086e-01,1.0081131477e-03,8.8550308719e-03,1.0550932027e-02
12803,2.1882457659e-02,1.5747305751e-01,1.1128340848e-03,8.8252145797e-03,1.5371399000e-02
12804,2.3896960542e-02,1.7746417224e-01,1.1644863989e-03,9.4862701371e-03,1.6504932195e-02
12805,2.4000300094e-02,1.9539868832e-01,1.0871584527e-03,9.8471269011e-03,8.8443756104e-03
12806,2.5255596265e-02,1.7608438432e-01,1.2743964326e-03,1.1295754462e-02,1.0813833214e-02
12807,2.4757357314e-02,1.8768464029e-01,1.3365024934e-03,1.0303775780e-02,1.1147272773e-02
12808,2.4130852893e-02,1.8484590948e-01,1.2941961177e-03,9.5033440739e-03,1.4602322131e-02
12809,2.3520462215e-02,1.9207094610e-01,1.2855833629e-03,9.1634336859e-03,1.0901394300e-02
12810,2.1955439821e-02,1.6581073403e-01,1.1317416793e-03,8.9968973771e-03,1.1579227634e-02
12811,2.1900657564e-02,1.6486538947e-01,1.3606830034e-03,9.0517625213e-03,9.5639331266e-03
12812,2.2347548977e-02,1.7037220299e-01,1.0758712888e-03,8.8687576354e-03,1.4070388861e-02
12813,2.3004263639e-02,1.7390893400e-01,1.2252978049e-03,9.3285590410e-03,1.2594981119e-02
12814,2.2662954405e-02,1.8242236972e-01,1.0922551155e-03,8.9411977679e-03,1.1467618868e-02
12815,2.2816171870e-02,1.9690555334e-01,1.1652946705e-03,8.8792480528e-03,7.6700150967e-03
12816,2.1785646677e-02,1.6624952853e-01,1.0292453226e-03,8.9739868417e-03,1.1167597957e-02
12817,2.3557964712e-02,1.8682713807e-01,1.1563445441e-03,9.1188503429e-03,1.4117605984e-02
12818,2.5206964463e-02,2.0769117773e-01,1.0639831889e-03,9.0090204030e-03,1.9650656730e-02
12819,2.6262704283e-02,2.1814084053e-01,1.2803899590e-03,1.0528151877e-02,9.6099311486e-03
12820,2.7335338295e-02,2.3118011653e-01,1.1210645316e-03,1.0534065776e-02,1.3429244980e-02
12821,2.8618337587e-02,2.0767337084e-01,1.3269120827e-03,1.2101597153e-02,1.5905594453e-02
12822,2.6496389881e-02,1.8898549676e-01,1.6031998675e-03,1.1169264093e-02,1.3605322689e-02
12823,2.4881467223e-02,1.9511717558e-01,1.3517149491e-03,1.0511718690e-02,7.7322004363e-03
12824,2.4895559996e-02,1.9960284233e-01,1.4811477158e-03,9.5795150846e-03,1.2925676070e-02
12825,2.3424757645e-02,1.9191493094e-01,1.3041867642e-03,8.9249014854e-03,1.2099609710e-02
12826,2.2961132228e-02,1.8367764354e-01,1.4997050166e-03,9.1714430600e-03,8.4787439555e-03
12827,2.4041295052e-02,2.0174901187e-01,1.0209226748e-03,9.0607646853e-03,1.3733352534e-02
12828,2.2843349725e-02,1.6616092622e-01,1.1496461229e-03,1.0008423589e-02,9.1703282669e-03
12829,2.3179871961e-02,1.7386473715e-01,1.3133642497e-03,9.5131611452e-03,1.1716519482e-02
12830,2.3087702692e-02,1.8883045018e-01,1.1908151209e-03,9.0983714908e-03,1.0248794220e-02
12831,2.0815722644e-02,1.4819426835e-01,1.2546142098e-03,8.9403912425e-03,9.4861676916e-03
12832,2.1191900596e-02,1.5769498050e-01,1.0971879819e-03,8.9324899018e-03,9.9398326129e-03
12833,2.0747140050e-02,1.4814974368e-01,1.0894373991e-03,8.5293138400e-03,1.3433584943e-02
12834,2.1089795977e-02,1.5883539617e-01,1.1129875202e-03,8.8783670217e-03,9.2066610232e-03
12835,2.1293837577e-02,1.6952593625e-01,1.0556344641e-03,8.8835060596e-03,7.3446594179e-03
12836,2.2678550333e-02,1.6599832475e-01,1.1956533417e-03,9.4338031486e-03,1.2416117825e-02
12837,2.2252723575e-02,1.6506020725e-01,1.1485994328e-03,8.7834419683e-03,1.5406562947e-02
12838,2.1819872782e-02,1.6289895773e-01,1.1012017494e-03,8.6998976767e-03,1.4225641266e-02
12839,2.2131390870e-02,1.7008422315e-01,1.0715198005e-03,9.1490652412e-03,1.0511868633e-02
12840,2.1932326257e-02,1.6385504603e-01,1.0667503811e-03,8.8745262474e-03,1.3489280827e-02
12841,2.2288490087e-02,1.5361407399e-01,1.2125339126e-03,9.4351721928e-03,1.3820298947e-02
12842,2.1882690489e-02,1.5631681681e-01,1.2010255596e-03,9.2546129599e-03,1.1735263281e-02
12843,2.2511394694e-02,1.4432834089e-01,1.1488831369e-03,9.9057424814e-03,1.5061349608e-02
12844,2.2634521127e-02,1.6325302422e-01,1.5446464531e-03,9.2792371288e-03,1.1947591789e-02
12845,2.3217400536e-02,1.8892304599e-01,1.2231809087e-03,8.8575398549e-03,1.2793454342e-02
12846,2.2009329870e-02,1.5045465529e-01,1.2999305036e-03,9.1297235340e-03,1.4873312786e-02
12847,2.1000428125e-02,1.5901856124e-01,1.0385127971e-03,8.8838040829e-03,9.0028140694e-03
12848,2.0682798699e-02,1.4332462847e-01,1.0384323541e-03,8.8933864608e-03,1.2040469795e-02
12849,2.1621664986e-02,1.5258970857e-01,1.2599045876e-03,9.1475602239e-03,1.1701352894e-02
12850,2.3338701576e-02,1.7543314397e-01,1.1273605051e-03,9.2545328662e-03,1.5561629087e-02
12851,2.4892441928e-02,1.9523568451e-01,1.2729028240e-03,1.0304046795e-02,9.9526550621e-03
12852,2.6049768552e-02,2.0473311841e-01,1.0726531036e-03,1.1047998443e-02,9.8857348785e-03
12853,2.6634596288e-02,2.2251851857e-01,1.1462615803e-03,1.0963250883e-02,8.0433702096e-03
12854,2.7455570176e-02,2.3147459328e-01,1.0255053639e-03,1.1188674718e-02,9.5328288153e-03
12855,2.6322375983e-02,2.0257042348e-01,1.0683488799e-03,1.0682435706e-02,1.5377214178e-02
12856,2.3413248360e-02,1.6471725702e-01,1.0892889695e-03,1.0266689584e-02,1.1787118390e-02
12857,2.3018917069e-02,1.6348525882e-01,1.1433889158e-03,9.1012772173e-03,1.8531545997e-02
12858,2.1374536678e-02,1.5453079343e-01,1.3786520576e-03,9.1421902180e-03,8.6581083015e-03
12859,2.3497939110e-02,1.8232662976e-01,1.3280265266e-03,8.9686121792e-03,1.5274963342e-02
12860,2.4914568290e-02,2.1519461274e-01,1.0782260215e-03,9.1092623770e-03,1.4303310774e-02
12861,2.3760801181e-02,1.7346221209e-01,1.0614937637e-03,1.0000817478e-02,1.3501437381e-02
12862,2.3925347254e-02,1.7582382262e-01,1.3109634165e-03,1.0165840387e-02,1.0827892460e-02
12863,2.2255560383e-02,1.5891413391e-01,1.2986750808e-03,9.9548194557e-03,7.1026291698e-03
12864,2.3283701390e-02,1.6258670390e-01,1.6782775056e-03,9.8376804963e-03,1.1139141396e-02
12865,2.3873984814e-02,1.8183603883e-01,1.1968554463e-03,9.1044362634e-03,1.7733350396e-02
12866,2.4378329515e-02,1.9338637590e-01,1.2618254405e-03,9.2467637733e-03,1.5673778951e-02
12867,2.3490756750e-02,1.9144022465e-01,1.0971969459e-03,8.9642815292e-03,1.3762742281e-02
12868,2.2514784709e-02,1.8605349958e-01,1.0863904608e-03,9.0804733336e-03,8.1943329424e-03
12869,2.2540038452e-02,1.7897805572e-01,1.2660333887e-03,9.1410055757e-03,9.0393023565e-03
12870,2.1049950272e-02,1.5073676407e-01,1.1075991206e-03,8.9639574289e-03,1.0991759598e-02
12871,2.1085143089e-02,1.4243267477e-01,1.1780339992e-03,8.9703928679e-03,1.3473359868e-02
12872,2.1640883759e-02,1.6312335432e-01,1.0152230971e-03,8.9070778340e-03,1.1873327196e-02
12873,2.1516568959e-02,1.6342826188e-01,1.0775226401e-03,8.9776013047e-03,9.9634183571e-03
12874,2.1438708529e-02,1.6746591032e-01,1.1888704030e-03,9.1875651851e-03,5.6764227338e-03
12875,2.2237908095e-02,1.7534179986e-01,1.1405390687e-03,8.8829873130e-03,1.1137954891e-02
12876,2.1612452343e-02,1.4962325990e-01,1.0540703079e-03,8.9567825198e-03,1.5527192503e-02
12877,2.1045690402e-02,1.6192668676e-01,1.1814492755e-03,8.7711289525e-03,8.2836812362e-03
12878,2.1031700075e-02,1.4904348552e-01,1.1505251750e-03,8.4857661277e-03,1.4973884448e-02
12879,2.1606758237e-02,1.6547669470e-01,1.2259026989e-03,9.0702399611e-03,8.1515498459e-03
12880,2.3237835616e-02,1.7912915349e-01,1.0199092794e-03,9.1714970767e-03,1.5037823468e-02
12881,2.3817628622e-02,1.8919502199e-01,1.1436730856e-03,1.0172252543e-02,6.7166681401e-03
12882,2.4889700115e-02,1.9798560441e-01,1.3688397594e-03,1.0066939518e-02,1.0275021195e-02
12883,2.5498930365e-02,2.1093785763e-01,1.2227728730e-03,9.7993295640e-03,1.3133785687e-02
12884,2.5697406381e-02,2.1489284933e-01,1.2700287625e-03,9.3825273216e-03,1.6158014536e-02
12885,2.2919595242e-02,1.7992815375e-01,1.1876323260e-03,8.8451541960e-03,1.4142474160e-02
12886,2.0368743688e-02,1.4539398253e-01,1.2600420741e-03,8.7479809299e-03,8.9428387582e-03
12887,2.1319366992e-02,1.5640610456e-01,9.8301481921e-04,8.6900824681e-03,1.3919642195e-02
12888,2.1818362176e-02,1.6483697295e-01,1.0434498545e-03,9.1879321262e-03,1.0050284676e-02
12889,2.3098092526e-02,1.9278141856e-01,1.1647325009e-03,9.0357465670e-03,9.6759423614e-03
12890,2.3434121162e-02,2.0082491636e-01,1.1378255440e-03,8.7677212432e-03,1.1558556929e-02
12891,2.1551849321e-02,1.5393328667e-01,1.0452246061e-03,8.8580148295e-03,1.4535610564e-02
12892,2.1420074627e-02,1.5886983275e-01,1.0554648470e-03,8.9639294893e-03,1.1096007191e-02
12893,2.1544827148e-02,1.6710108519e-01,1.0452434653e-03,8.6067719385e-03,1.2109336443e-02
12894,2.3070935160e-02,1.8681107461e-01,1.1135799577e-03,9.2091634870e-03,1.0438707657e-02
12895,2.3502282798e-02,1.9409620762e-01,1.0224571452e-03,9.1488156468e-03,1.1976237409e-02
12896,2.3587536067e-02,1.8452447653e-01,1.1398554780e-03,9.7484635189e-03,1.0155323893e-02
12897,2.3225147277e-02,1.8249201775e-01,1.2731049210e-03,9.3041453511e-03,1.1083107442e-02
12898,2.3695444688e-02,1.9460330904e-01,1.1884331470e-03,9.0380338952e-03,1.2874701992e-02
12899,2.3741772398e-02,1.9985644519e-01,1.2055240804e-03,9.0653197840e-03,1.1100288481e-02
12900,2.1699592471e-02,1.6867427528e-01,1.0406000074e-03,8.6031155661e-03,1.2676944025e-02
12901,2.0300859585e-02,1.4646743238e-01,1.1770047713e-03,8.7253553793e-03,8.8670421392e-03
